tasa de aprendizaje no especificada se estable ce en 0.1000
train no especficado se estable ce en 0.6500
train no especficado se establece en 0.3500
etapa 6293200 0.00000016 ecm:0.0000
etapa 6293300 0.00000016 ecm:0.0000
etapa 6293400 0.00000016 ecm:0.0000
etapa 6293500 0.00000016 ecm:0.0000
etapa 6293600 0.00000016 ecm:0.0000
etapa 6293700 0.00000016 ecm:0.0000
etapa 6293800 0.00000016 ecm:0.0000
etapa 6293900 0.00000016 ecm:0.0000
etapa 6294000 0.00000016 ecm:0.0000
etapa 6294100 0.00000016 ecm:0.0000
etapa 6294200 0.00000016 ecm:0.0000
etapa 6294300 0.00000016 ecm:0.0000
etapa 6294400 0.00000016 ecm:0.0000
etapa 6294500 0.00000016 ecm:0.0000
etapa 6294600 0.00000016 ecm:0.0000
etapa 6294700 0.00000016 ecm:0.0000
etapa 6294800 0.00000016 ecm:0.0000
etapa 6294900 0.00000016 ecm:0.0000
etapa 6295000 0.00000016 ecm:0.0000
etapa 6295100 0.00000016 ecm:0.0000
etapa 6295200 0.00000016 ecm:0.0000
etapa 6295300 0.00000016 ecm:0.0000
etapa 6295400 0.00000016 ecm:0.0000
etapa 6295500 0.00000016 ecm:0.0000
etapa 6295600 0.00000016 ecm:0.0000
etapa 6295700 0.00000016 ecm:0.0000
etapa 6295800 0.00000016 ecm:0.0000
etapa 6295900 0.00000016 ecm:0.0000
etapa 6296000 0.00000016 ecm:0.0000
etapa 6296100 0.00000016 ecm:0.0000
etapa 6296200 0.00000016 ecm:0.0000
etapa 6296300 0.00000016 ecm:0.0000
etapa 6296400 0.00000016 ecm:0.0000
etapa 6296500 0.00000016 ecm:0.0000
etapa 6296600 0.00000016 ecm:0.0000
etapa 6296700 0.00000016 ecm:0.0000
etapa 6296800 0.00000016 ecm:0.0000
etapa 6296900 0.00000016 ecm:0.0000
etapa 6297000 0.00000016 ecm:0.0000
etapa 6297100 0.00000016 ecm:0.0000
etapa 6297200 0.00000016 ecm:0.0000
etapa 6297300 0.00000016 ecm:0.0000
etapa 6297400 0.00000016 ecm:0.0000
etapa 6297500 0.00000016 ecm:0.0000
etapa 6297600 0.00000016 ecm:0.0000
etapa 6297700 0.00000016 ecm:0.0000
etapa 6297800 0.00000016 ecm:0.0000
etapa 6297900 0.00000016 ecm:0.0000
etapa 6298000 0.00000016 ecm:0.0000
etapa 6298100 0.00000016 ecm:0.0000
etapa 6298200 0.00000016 ecm:0.0000
etapa 6298300 0.00000016 ecm:0.0000
etapa 6298400 0.00000016 ecm:0.0000
etapa 6298500 0.00000016 ecm:0.0000
etapa 6298600 0.00000016 ecm:0.0000
etapa 6298700 0.00000016 ecm:0.0000
etapa 6298800 0.00000016 ecm:0.0000
etapa 6298900 0.00000016 ecm:0.0000
etapa 6299000 0.00000016 ecm:0.0000
etapa 6299100 0.00000016 ecm:0.0000
etapa 6299200 0.00000016 ecm:0.0000
etapa 6299300 0.00000016 ecm:0.0000
etapa 6299400 0.00000016 ecm:0.0000
etapa 6299500 0.00000016 ecm:0.0000
etapa 6299600 0.00000016 ecm:0.0000
etapa 6299700 0.00000016 ecm:0.0000
etapa 6299800 0.00000016 ecm:0.0000
etapa 6299900 0.00000016 ecm:0.0000
etapa 6300000 0.00000016 ecm:0.0000
etapa 6300100 0.00000016 ecm:0.0000
etapa 6300200 0.00000016 ecm:0.0000
etapa 6300300 0.00000016 ecm:0.0000
etapa 6300400 0.00000016 ecm:0.0000
etapa 6300500 0.00000016 ecm:0.0000
etapa 6300600 0.00000016 ecm:0.0000
etapa 6300700 0.00000016 ecm:0.0000
etapa 6300800 0.00000016 ecm:0.0000
etapa 6300900 0.00000016 ecm:0.0000
etapa 6301000 0.00000016 ecm:0.0000
etapa 6301100 0.00000016 ecm:0.0000
etapa 6301200 0.00000016 ecm:0.0000
etapa 6301300 0.00000016 ecm:0.0000
etapa 6301400 0.00000016 ecm:0.0000
etapa 6301500 0.00000016 ecm:0.0000
etapa 6301600 0.00000016 ecm:0.0000
etapa 6301700 0.00000016 ecm:0.0000
etapa 6301800 0.00000016 ecm:0.0000
etapa 6301900 0.00000016 ecm:0.0000
etapa 6302000 0.00000016 ecm:0.0000
etapa 6302100 0.00000016 ecm:0.0000
etapa 6302200 0.00000016 ecm:0.0000
etapa 6302300 0.00000016 ecm:0.0000
etapa 6302400 0.00000016 ecm:0.0000
etapa 6302500 0.00000016 ecm:0.0000
etapa 6302600 0.00000016 ecm:0.0000
etapa 6302700 0.00000016 ecm:0.0000
etapa 6302800 0.00000016 ecm:0.0000
etapa 6302900 0.00000016 ecm:0.0000
etapa 6303000 0.00000016 ecm:0.0000
etapa 6303100 0.00000016 ecm:0.0000
etapa 6303200 0.00000016 ecm:0.0000
etapa 6303300 0.00000016 ecm:0.0000
etapa 6303400 0.00000016 ecm:0.0000
etapa 6303500 0.00000016 ecm:0.0000
etapa 6303600 0.00000016 ecm:0.0000
etapa 6303700 0.00000016 ecm:0.0000
etapa 6303800 0.00000016 ecm:0.0000
etapa 6303900 0.00000016 ecm:0.0000
etapa 6304000 0.00000016 ecm:0.0000
etapa 6304100 0.00000016 ecm:0.0000
etapa 6304200 0.00000016 ecm:0.0000
etapa 6304300 0.00000016 ecm:0.0000
etapa 6304400 0.00000016 ecm:0.0000
etapa 6304500 0.00000016 ecm:0.0000
etapa 6304600 0.00000016 ecm:0.0000
etapa 6304700 0.00000016 ecm:0.0000
etapa 6304800 0.00000016 ecm:0.0000
etapa 6304900 0.00000016 ecm:0.0000
etapa 6305000 0.00000016 ecm:0.0000
etapa 6305100 0.00000016 ecm:0.0000
etapa 6305200 0.00000016 ecm:0.0000
etapa 6305300 0.00000016 ecm:0.0000
etapa 6305400 0.00000016 ecm:0.0000
etapa 6305500 0.00000016 ecm:0.0000
etapa 6305600 0.00000016 ecm:0.0000
etapa 6305700 0.00000016 ecm:0.0000
etapa 6305800 0.00000016 ecm:0.0000
etapa 6305900 0.00000016 ecm:0.0000
etapa 6306000 0.00000016 ecm:0.0000
etapa 6306100 0.00000016 ecm:0.0000
etapa 6306200 0.00000016 ecm:0.0000
etapa 6306300 0.00000016 ecm:0.0000
etapa 6306400 0.00000016 ecm:0.0000
etapa 6306500 0.00000016 ecm:0.0000
etapa 6306600 0.00000016 ecm:0.0000
etapa 6306700 0.00000016 ecm:0.0000
etapa 6306800 0.00000016 ecm:0.0000
etapa 6306900 0.00000016 ecm:0.0000
etapa 6307000 0.00000016 ecm:0.0000
etapa 6307100 0.00000016 ecm:0.0000
etapa 6307200 0.00000016 ecm:0.0000
etapa 6307300 0.00000016 ecm:0.0000
etapa 6307400 0.00000016 ecm:0.0000
etapa 6307500 0.00000016 ecm:0.0000
etapa 6307600 0.00000016 ecm:0.0000
etapa 6307700 0.00000016 ecm:0.0000
etapa 6307800 0.00000016 ecm:0.0000
etapa 6307900 0.00000016 ecm:0.0000
etapa 6308000 0.00000016 ecm:0.0000
etapa 6308100 0.00000016 ecm:0.0000
etapa 6308200 0.00000016 ecm:0.0000
etapa 6308300 0.00000016 ecm:0.0000
etapa 6308400 0.00000016 ecm:0.0000
etapa 6308500 0.00000016 ecm:0.0000
etapa 6308600 0.00000016 ecm:0.0000
etapa 6308700 0.00000016 ecm:0.0000
etapa 6308800 0.00000016 ecm:0.0000
etapa 6308900 0.00000016 ecm:0.0000
etapa 6309000 0.00000016 ecm:0.0000
etapa 6309100 0.00000016 ecm:0.0000
etapa 6309200 0.00000016 ecm:0.0000
etapa 6309300 0.00000016 ecm:0.0000
etapa 6309400 0.00000016 ecm:0.0000
etapa 6309500 0.00000016 ecm:0.0000
etapa 6309600 0.00000016 ecm:0.0000
etapa 6309700 0.00000016 ecm:0.0000
etapa 6309800 0.00000016 ecm:0.0000
etapa 6309900 0.00000016 ecm:0.0000
etapa 6310000 0.00000016 ecm:0.0000
etapa 6310100 0.00000016 ecm:0.0000
etapa 6310200 0.00000016 ecm:0.0000
etapa 6310300 0.00000016 ecm:0.0000
etapa 6310400 0.00000016 ecm:0.0000
etapa 6310500 0.00000016 ecm:0.0000
etapa 6310600 0.00000016 ecm:0.0000
etapa 6310700 0.00000016 ecm:0.0000
etapa 6310800 0.00000016 ecm:0.0000
etapa 6310900 0.00000016 ecm:0.0000
etapa 6311000 0.00000016 ecm:0.0000
etapa 6311100 0.00000016 ecm:0.0000
etapa 6311200 0.00000016 ecm:0.0000
etapa 6311300 0.00000016 ecm:0.0000
etapa 6311400 0.00000016 ecm:0.0000
etapa 6311500 0.00000016 ecm:0.0000
etapa 6311600 0.00000016 ecm:0.0000
etapa 6311700 0.00000016 ecm:0.0000
etapa 6311800 0.00000016 ecm:0.0000
etapa 6311900 0.00000016 ecm:0.0000
etapa 6312000 0.00000016 ecm:0.0000
etapa 6312100 0.00000016 ecm:0.0000
etapa 6312200 0.00000016 ecm:0.0000
etapa 6312300 0.00000016 ecm:0.0000
etapa 6312400 0.00000016 ecm:0.0000
etapa 6312500 0.00000016 ecm:0.0000
etapa 6312600 0.00000016 ecm:0.0000
etapa 6312700 0.00000016 ecm:0.0000
etapa 6312800 0.00000016 ecm:0.0000
etapa 6312900 0.00000016 ecm:0.0000
etapa 6313000 0.00000016 ecm:0.0000
etapa 6313100 0.00000016 ecm:0.0000
etapa 6313200 0.00000016 ecm:0.0000
etapa 6313300 0.00000016 ecm:0.0000
etapa 6313400 0.00000016 ecm:0.0000
etapa 6313500 0.00000016 ecm:0.0000
etapa 6313600 0.00000016 ecm:0.0000
etapa 6313700 0.00000016 ecm:0.0000
etapa 6313800 0.00000016 ecm:0.0000
etapa 6313900 0.00000016 ecm:0.0000
etapa 6314000 0.00000016 ecm:0.0000
etapa 6314100 0.00000016 ecm:0.0000
etapa 6314200 0.00000016 ecm:0.0000
etapa 6314300 0.00000016 ecm:0.0000
etapa 6314400 0.00000016 ecm:0.0000
etapa 6314500 0.00000016 ecm:0.0000
etapa 6314600 0.00000016 ecm:0.0000
etapa 6314700 0.00000016 ecm:0.0000
etapa 6314800 0.00000016 ecm:0.0000
etapa 6314900 0.00000016 ecm:0.0000
etapa 6315000 0.00000016 ecm:0.0000
etapa 6315100 0.00000016 ecm:0.0000
etapa 6315200 0.00000016 ecm:0.0000
etapa 6315300 0.00000016 ecm:0.0000
etapa 6315400 0.00000016 ecm:0.0000
etapa 6315500 0.00000016 ecm:0.0000
etapa 6315600 0.00000016 ecm:0.0000
etapa 6315700 0.00000016 ecm:0.0000
etapa 6315800 0.00000016 ecm:0.0000
etapa 6315900 0.00000016 ecm:0.0000
etapa 6316000 0.00000016 ecm:0.0000
etapa 6316100 0.00000016 ecm:0.0000
etapa 6316200 0.00000016 ecm:0.0000
etapa 6316300 0.00000016 ecm:0.0000
etapa 6316400 0.00000016 ecm:0.0000
etapa 6316500 0.00000016 ecm:0.0000
etapa 6316600 0.00000016 ecm:0.0000
etapa 6316700 0.00000016 ecm:0.0000
etapa 6316800 0.00000016 ecm:0.0000
etapa 6316900 0.00000016 ecm:0.0000
etapa 6317000 0.00000016 ecm:0.0000
etapa 6317100 0.00000016 ecm:0.0000
etapa 6317200 0.00000016 ecm:0.0000
etapa 6317300 0.00000016 ecm:0.0000
etapa 6317400 0.00000016 ecm:0.0000
etapa 6317500 0.00000016 ecm:0.0000
etapa 6317600 0.00000016 ecm:0.0000
etapa 6317700 0.00000016 ecm:0.0000
etapa 6317800 0.00000016 ecm:0.0000
etapa 6317900 0.00000016 ecm:0.0000
etapa 6318000 0.00000016 ecm:0.0000
etapa 6318100 0.00000016 ecm:0.0000
etapa 6318200 0.00000016 ecm:0.0000
etapa 6318300 0.00000016 ecm:0.0000
etapa 6318400 0.00000016 ecm:0.0000
etapa 6318500 0.00000016 ecm:0.0000
etapa 6318600 0.00000016 ecm:0.0000
etapa 6318700 0.00000016 ecm:0.0000
etapa 6318800 0.00000016 ecm:0.0000
etapa 6318900 0.00000016 ecm:0.0000
etapa 6319000 0.00000016 ecm:0.0000
etapa 6319100 0.00000016 ecm:0.0000
etapa 6319200 0.00000016 ecm:0.0000
etapa 6319300 0.00000016 ecm:0.0000
etapa 6319400 0.00000016 ecm:0.0000
etapa 6319500 0.00000016 ecm:0.0000
etapa 6319600 0.00000016 ecm:0.0000
etapa 6319700 0.00000016 ecm:0.0000
etapa 6319800 0.00000016 ecm:0.0000
etapa 6319900 0.00000016 ecm:0.0000
etapa 6320000 0.00000016 ecm:0.0000
etapa 6320100 0.00000016 ecm:0.0000
etapa 6320200 0.00000016 ecm:0.0000
etapa 6320300 0.00000016 ecm:0.0000
etapa 6320400 0.00000016 ecm:0.0000
etapa 6320500 0.00000016 ecm:0.0000
etapa 6320600 0.00000016 ecm:0.0000
etapa 6320700 0.00000016 ecm:0.0000
etapa 6320800 0.00000016 ecm:0.0000
etapa 6320900 0.00000016 ecm:0.0000
etapa 6321000 0.00000016 ecm:0.0000
etapa 6321100 0.00000016 ecm:0.0000
etapa 6321200 0.00000016 ecm:0.0000
etapa 6321300 0.00000016 ecm:0.0000
etapa 6321400 0.00000016 ecm:0.0000
etapa 6321500 0.00000016 ecm:0.0000
etapa 6321600 0.00000016 ecm:0.0000
etapa 6321700 0.00000016 ecm:0.0000
etapa 6321800 0.00000016 ecm:0.0000
etapa 6321900 0.00000016 ecm:0.0000
etapa 6322000 0.00000016 ecm:0.0000
etapa 6322100 0.00000016 ecm:0.0000
etapa 6322200 0.00000016 ecm:0.0000
etapa 6322300 0.00000016 ecm:0.0000
etapa 6322400 0.00000016 ecm:0.0000
etapa 6322500 0.00000016 ecm:0.0000
etapa 6322600 0.00000016 ecm:0.0000
etapa 6322700 0.00000016 ecm:0.0000
etapa 6322800 0.00000016 ecm:0.0000
etapa 6322900 0.00000016 ecm:0.0000
etapa 6323000 0.00000016 ecm:0.0000
etapa 6323100 0.00000016 ecm:0.0000
etapa 6323200 0.00000016 ecm:0.0000
etapa 6323300 0.00000016 ecm:0.0000
etapa 6323400 0.00000016 ecm:0.0000
etapa 6323500 0.00000016 ecm:0.0000
etapa 6323600 0.00000016 ecm:0.0000
etapa 6323700 0.00000016 ecm:0.0000
etapa 6323800 0.00000016 ecm:0.0000
etapa 6323900 0.00000016 ecm:0.0000
etapa 6324000 0.00000016 ecm:0.0000
etapa 6324100 0.00000016 ecm:0.0000
etapa 6324200 0.00000016 ecm:0.0000
etapa 6324300 0.00000016 ecm:0.0000
etapa 6324400 0.00000016 ecm:0.0000
etapa 6324500 0.00000016 ecm:0.0000
etapa 6324600 0.00000016 ecm:0.0000
etapa 6324700 0.00000016 ecm:0.0000
etapa 6324800 0.00000016 ecm:0.0000
etapa 6324900 0.00000016 ecm:0.0000
etapa 6325000 0.00000016 ecm:0.0000
etapa 6325100 0.00000016 ecm:0.0000
etapa 6325200 0.00000016 ecm:0.0000
etapa 6325300 0.00000016 ecm:0.0000
etapa 6325400 0.00000016 ecm:0.0000
etapa 6325500 0.00000016 ecm:0.0000
etapa 6325600 0.00000016 ecm:0.0000
etapa 6325700 0.00000016 ecm:0.0000
etapa 6325800 0.00000016 ecm:0.0000
etapa 6325900 0.00000016 ecm:0.0000
etapa 6326000 0.00000016 ecm:0.0000
etapa 6326100 0.00000016 ecm:0.0000
etapa 6326200 0.00000016 ecm:0.0000
etapa 6326300 0.00000016 ecm:0.0000
etapa 6326400 0.00000016 ecm:0.0000
etapa 6326500 0.00000016 ecm:0.0000
etapa 6326600 0.00000016 ecm:0.0000
etapa 6326700 0.00000016 ecm:0.0000
etapa 6326800 0.00000016 ecm:0.0000
etapa 6326900 0.00000016 ecm:0.0000
etapa 6327000 0.00000016 ecm:0.0000
etapa 6327100 0.00000016 ecm:0.0000
etapa 6327200 0.00000016 ecm:0.0000
etapa 6327300 0.00000016 ecm:0.0000
etapa 6327400 0.00000016 ecm:0.0000
etapa 6327500 0.00000016 ecm:0.0000
etapa 6327600 0.00000016 ecm:0.0000
etapa 6327700 0.00000016 ecm:0.0000
etapa 6327800 0.00000016 ecm:0.0000
etapa 6327900 0.00000016 ecm:0.0000
etapa 6328000 0.00000016 ecm:0.0000
etapa 6328100 0.00000016 ecm:0.0000
etapa 6328200 0.00000016 ecm:0.0000
etapa 6328300 0.00000016 ecm:0.0000
etapa 6328400 0.00000016 ecm:0.0000
etapa 6328500 0.00000016 ecm:0.0000
etapa 6328600 0.00000016 ecm:0.0000
etapa 6328700 0.00000016 ecm:0.0000
etapa 6328800 0.00000016 ecm:0.0000
etapa 6328900 0.00000016 ecm:0.0000
etapa 6329000 0.00000016 ecm:0.0000
etapa 6329100 0.00000016 ecm:0.0000
etapa 6329200 0.00000016 ecm:0.0000
etapa 6329300 0.00000016 ecm:0.0000
etapa 6329400 0.00000016 ecm:0.0000
etapa 6329500 0.00000016 ecm:0.0000
etapa 6329600 0.00000016 ecm:0.0000
etapa 6329700 0.00000016 ecm:0.0000
etapa 6329800 0.00000016 ecm:0.0000
etapa 6329900 0.00000016 ecm:0.0000
etapa 6330000 0.00000016 ecm:0.0000
etapa 6330100 0.00000016 ecm:0.0000
etapa 6330200 0.00000016 ecm:0.0000
etapa 6330300 0.00000016 ecm:0.0000
etapa 6330400 0.00000016 ecm:0.0000
etapa 6330500 0.00000016 ecm:0.0000
etapa 6330600 0.00000016 ecm:0.0000
etapa 6330700 0.00000016 ecm:0.0000
etapa 6330800 0.00000016 ecm:0.0000
etapa 6330900 0.00000016 ecm:0.0000
etapa 6331000 0.00000016 ecm:0.0000
etapa 6331100 0.00000016 ecm:0.0000
etapa 6331200 0.00000016 ecm:0.0000
etapa 6331300 0.00000016 ecm:0.0000
etapa 6331400 0.00000016 ecm:0.0000
etapa 6331500 0.00000016 ecm:0.0000
etapa 6331600 0.00000016 ecm:0.0000
etapa 6331700 0.00000016 ecm:0.0000
etapa 6331800 0.00000016 ecm:0.0000
etapa 6331900 0.00000016 ecm:0.0000
etapa 6332000 0.00000016 ecm:0.0000
etapa 6332100 0.00000016 ecm:0.0000
etapa 6332200 0.00000016 ecm:0.0000
etapa 6332300 0.00000016 ecm:0.0000
etapa 6332400 0.00000016 ecm:0.0000
etapa 6332500 0.00000016 ecm:0.0000
etapa 6332600 0.00000016 ecm:0.0000
etapa 6332700 0.00000016 ecm:0.0000
etapa 6332800 0.00000016 ecm:0.0000
etapa 6332900 0.00000016 ecm:0.0000
etapa 6333000 0.00000016 ecm:0.0000
etapa 6333100 0.00000016 ecm:0.0000
etapa 6333200 0.00000016 ecm:0.0000
etapa 6333300 0.00000016 ecm:0.0000
etapa 6333400 0.00000016 ecm:0.0000
etapa 6333500 0.00000016 ecm:0.0000
etapa 6333600 0.00000016 ecm:0.0000
etapa 6333700 0.00000016 ecm:0.0000
etapa 6333800 0.00000016 ecm:0.0000
etapa 6333900 0.00000016 ecm:0.0000
etapa 6334000 0.00000016 ecm:0.0000
etapa 6334100 0.00000016 ecm:0.0000
etapa 6334200 0.00000016 ecm:0.0000
etapa 6334300 0.00000016 ecm:0.0000
etapa 6334400 0.00000016 ecm:0.0000
etapa 6334500 0.00000016 ecm:0.0000
etapa 6334600 0.00000016 ecm:0.0000
etapa 6334700 0.00000016 ecm:0.0000
etapa 6334800 0.00000016 ecm:0.0000
etapa 6334900 0.00000016 ecm:0.0000
etapa 6335000 0.00000016 ecm:0.0000
etapa 6335100 0.00000016 ecm:0.0000
etapa 6335200 0.00000016 ecm:0.0000
etapa 6335300 0.00000016 ecm:0.0000
etapa 6335400 0.00000016 ecm:0.0000
etapa 6335500 0.00000016 ecm:0.0000
etapa 6335600 0.00000016 ecm:0.0000
etapa 6335700 0.00000016 ecm:0.0000
etapa 6335800 0.00000016 ecm:0.0000
etapa 6335900 0.00000016 ecm:0.0000
etapa 6336000 0.00000016 ecm:0.0000
etapa 6336100 0.00000016 ecm:0.0000
etapa 6336200 0.00000016 ecm:0.0000
etapa 6336300 0.00000016 ecm:0.0000
etapa 6336400 0.00000016 ecm:0.0000
etapa 6336500 0.00000016 ecm:0.0000
etapa 6336600 0.00000016 ecm:0.0000
etapa 6336700 0.00000016 ecm:0.0000
etapa 6336800 0.00000016 ecm:0.0000
etapa 6336900 0.00000016 ecm:0.0000
etapa 6337000 0.00000016 ecm:0.0000
etapa 6337100 0.00000016 ecm:0.0000
etapa 6337200 0.00000016 ecm:0.0000
etapa 6337300 0.00000016 ecm:0.0000
etapa 6337400 0.00000016 ecm:0.0000
etapa 6337500 0.00000016 ecm:0.0000
etapa 6337600 0.00000016 ecm:0.0000
etapa 6337700 0.00000016 ecm:0.0000
etapa 6337800 0.00000016 ecm:0.0000
etapa 6337900 0.00000016 ecm:0.0000
etapa 6338000 0.00000016 ecm:0.0000
etapa 6338100 0.00000016 ecm:0.0000
etapa 6338200 0.00000016 ecm:0.0000
etapa 6338300 0.00000016 ecm:0.0000
etapa 6338400 0.00000016 ecm:0.0000
etapa 6338500 0.00000016 ecm:0.0000
etapa 6338600 0.00000016 ecm:0.0000
etapa 6338700 0.00000016 ecm:0.0000
etapa 6338800 0.00000016 ecm:0.0000
etapa 6338900 0.00000016 ecm:0.0000
etapa 6339000 0.00000016 ecm:0.0000
etapa 6339100 0.00000016 ecm:0.0000
etapa 6339200 0.00000016 ecm:0.0000
etapa 6339300 0.00000016 ecm:0.0000
etapa 6339400 0.00000016 ecm:0.0000
etapa 6339500 0.00000016 ecm:0.0000
etapa 6339600 0.00000016 ecm:0.0000
etapa 6339700 0.00000016 ecm:0.0000
etapa 6339800 0.00000016 ecm:0.0000
etapa 6339900 0.00000016 ecm:0.0000
etapa 6340000 0.00000016 ecm:0.0000
etapa 6340100 0.00000016 ecm:0.0000
etapa 6340200 0.00000016 ecm:0.0000
etapa 6340300 0.00000016 ecm:0.0000
etapa 6340400 0.00000016 ecm:0.0000
etapa 6340500 0.00000016 ecm:0.0000
etapa 6340600 0.00000016 ecm:0.0000
etapa 6340700 0.00000016 ecm:0.0000
etapa 6340800 0.00000016 ecm:0.0000
etapa 6340900 0.00000016 ecm:0.0000
etapa 6341000 0.00000016 ecm:0.0000
etapa 6341100 0.00000016 ecm:0.0000
etapa 6341200 0.00000016 ecm:0.0000
etapa 6341300 0.00000016 ecm:0.0000
etapa 6341400 0.00000016 ecm:0.0000
etapa 6341500 0.00000016 ecm:0.0000
etapa 6341600 0.00000016 ecm:0.0000
etapa 6341700 0.00000016 ecm:0.0000
etapa 6341800 0.00000016 ecm:0.0000
etapa 6341900 0.00000016 ecm:0.0000
etapa 6342000 0.00000016 ecm:0.0000
etapa 6342100 0.00000016 ecm:0.0000
etapa 6342200 0.00000016 ecm:0.0000
etapa 6342300 0.00000016 ecm:0.0000
etapa 6342400 0.00000016 ecm:0.0000
etapa 6342500 0.00000016 ecm:0.0000
etapa 6342600 0.00000016 ecm:0.0000
etapa 6342700 0.00000016 ecm:0.0000
etapa 6342800 0.00000016 ecm:0.0000
etapa 6342900 0.00000016 ecm:0.0000
etapa 6343000 0.00000016 ecm:0.0000
etapa 6343100 0.00000016 ecm:0.0000
etapa 6343200 0.00000016 ecm:0.0000
etapa 6343300 0.00000016 ecm:0.0000
etapa 6343400 0.00000016 ecm:0.0000
etapa 6343500 0.00000016 ecm:0.0000
etapa 6343600 0.00000016 ecm:0.0000
etapa 6343700 0.00000016 ecm:0.0000
etapa 6343800 0.00000016 ecm:0.0000
etapa 6343900 0.00000016 ecm:0.0000
etapa 6344000 0.00000016 ecm:0.0000
etapa 6344100 0.00000016 ecm:0.0000
etapa 6344200 0.00000016 ecm:0.0000
etapa 6344300 0.00000016 ecm:0.0000
etapa 6344400 0.00000016 ecm:0.0000
etapa 6344500 0.00000016 ecm:0.0000
etapa 6344600 0.00000016 ecm:0.0000
etapa 6344700 0.00000016 ecm:0.0000
etapa 6344800 0.00000016 ecm:0.0000
etapa 6344900 0.00000016 ecm:0.0000
etapa 6345000 0.00000016 ecm:0.0000
etapa 6345100 0.00000016 ecm:0.0000
etapa 6345200 0.00000016 ecm:0.0000
etapa 6345300 0.00000016 ecm:0.0000
etapa 6345400 0.00000016 ecm:0.0000
etapa 6345500 0.00000016 ecm:0.0000
etapa 6345600 0.00000016 ecm:0.0000
etapa 6345700 0.00000016 ecm:0.0000
etapa 6345800 0.00000016 ecm:0.0000
etapa 6345900 0.00000016 ecm:0.0000
etapa 6346000 0.00000016 ecm:0.0000
etapa 6346100 0.00000016 ecm:0.0000
etapa 6346200 0.00000016 ecm:0.0000
etapa 6346300 0.00000016 ecm:0.0000
etapa 6346400 0.00000016 ecm:0.0000
etapa 6346500 0.00000016 ecm:0.0000
etapa 6346600 0.00000016 ecm:0.0000
etapa 6346700 0.00000016 ecm:0.0000
etapa 6346800 0.00000016 ecm:0.0000
etapa 6346900 0.00000016 ecm:0.0000
etapa 6347000 0.00000016 ecm:0.0000
etapa 6347100 0.00000016 ecm:0.0000
etapa 6347200 0.00000016 ecm:0.0000
etapa 6347300 0.00000016 ecm:0.0000
etapa 6347400 0.00000016 ecm:0.0000
etapa 6347500 0.00000016 ecm:0.0000
etapa 6347600 0.00000016 ecm:0.0000
etapa 6347700 0.00000016 ecm:0.0000
etapa 6347800 0.00000016 ecm:0.0000
etapa 6347900 0.00000016 ecm:0.0000
etapa 6348000 0.00000016 ecm:0.0000
etapa 6348100 0.00000016 ecm:0.0000
etapa 6348200 0.00000016 ecm:0.0000
etapa 6348300 0.00000016 ecm:0.0000
etapa 6348400 0.00000016 ecm:0.0000
etapa 6348500 0.00000016 ecm:0.0000
etapa 6348600 0.00000016 ecm:0.0000
etapa 6348700 0.00000016 ecm:0.0000
etapa 6348800 0.00000016 ecm:0.0000
etapa 6348900 0.00000016 ecm:0.0000
etapa 6349000 0.00000016 ecm:0.0000
etapa 6349100 0.00000016 ecm:0.0000
etapa 6349200 0.00000016 ecm:0.0000
etapa 6349300 0.00000016 ecm:0.0000
etapa 6349400 0.00000016 ecm:0.0000
etapa 6349500 0.00000016 ecm:0.0000
etapa 6349600 0.00000016 ecm:0.0000
etapa 6349700 0.00000016 ecm:0.0000
etapa 6349800 0.00000016 ecm:0.0000
etapa 6349900 0.00000016 ecm:0.0000
etapa 6350000 0.00000016 ecm:0.0000
etapa 6350100 0.00000016 ecm:0.0000
etapa 6350200 0.00000016 ecm:0.0000
etapa 6350300 0.00000016 ecm:0.0000
etapa 6350400 0.00000016 ecm:0.0000
etapa 6350500 0.00000016 ecm:0.0000
etapa 6350600 0.00000016 ecm:0.0000
etapa 6350700 0.00000016 ecm:0.0000
etapa 6350800 0.00000016 ecm:0.0000
etapa 6350900 0.00000016 ecm:0.0000
etapa 6351000 0.00000016 ecm:0.0000
etapa 6351100 0.00000016 ecm:0.0000
etapa 6351200 0.00000016 ecm:0.0000
etapa 6351300 0.00000016 ecm:0.0000
etapa 6351400 0.00000016 ecm:0.0000
etapa 6351500 0.00000016 ecm:0.0000
etapa 6351600 0.00000016 ecm:0.0000
etapa 6351700 0.00000016 ecm:0.0000
etapa 6351800 0.00000016 ecm:0.0000
etapa 6351900 0.00000016 ecm:0.0000
etapa 6352000 0.00000016 ecm:0.0000
etapa 6352100 0.00000016 ecm:0.0000
etapa 6352200 0.00000016 ecm:0.0000
etapa 6352300 0.00000016 ecm:0.0000
etapa 6352400 0.00000016 ecm:0.0000
etapa 6352500 0.00000016 ecm:0.0000
etapa 6352600 0.00000016 ecm:0.0000
etapa 6352700 0.00000016 ecm:0.0000
etapa 6352800 0.00000016 ecm:0.0000
etapa 6352900 0.00000016 ecm:0.0000
etapa 6353000 0.00000016 ecm:0.0000
etapa 6353100 0.00000016 ecm:0.0000
etapa 6353200 0.00000016 ecm:0.0000
etapa 6353300 0.00000016 ecm:0.0000
etapa 6353400 0.00000016 ecm:0.0000
etapa 6353500 0.00000016 ecm:0.0000
etapa 6353600 0.00000016 ecm:0.0000
etapa 6353700 0.00000016 ecm:0.0000
